date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:19	133988/133988	---M--	200	added ('OK')	application/octet-stream	etag:%2264fbcfe7-20b64%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.ttf	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:19	40486/40486	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2004:57:18%20GMT	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.svg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:19	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfe7-84f2%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:19	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfe7-84f2%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400d41d.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:19	13224/13224	---M--	200	added ('OK')	application/font-woff2	etag:%2264fbcfe8-33a8%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.woff2	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:20	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%2264fbcfe8-3f94%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.woff	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:20	33736/33736	---M--	200	added ('OK')	application/octet-stream	etag:%2264fbcfe7-83c8%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.ttf	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:20	40871/40871	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2004:57:20%20GMT	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-regular-400.svg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:21	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfe8-31916%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:21	78268/78268	---M--	200	added ('OK')	application/font-woff2	etag:%2264fbcfe8-131bc%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.woff2	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:22	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfe8-31916%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900d41d.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:22	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%2264fbcfe8-317f8%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.ttf	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:22	101648/101648	---M--	200	added ('OK')	application/font-woff	etag:%2264fbcfe8-18d10%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.woff	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:22	40487/40487	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2004:57:22%20GMT	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-solid-900.svg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:23	40487/40487	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2004:57:22%20GMT	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/images/close.png	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/images/close.png	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/YouTubePopUp.css)
